,Unnamed: 0,scaled_input_date,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,scaled_cf_date,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target,running_time,Found,ground_truth,prediction,L1,L2,Sparsity,Realistic,MAD,Mahalanobis
0,0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,Y,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7.271355152130127,Y,Y,Y,2.8074058608700194,1.2240079629546612,7.0,True,4.4259309620483815,0.3395806930320548
1,0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,Y,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7.082687854766846,Y,Y,Y,2.8074058608700194,1.2240079629546612,7.0,True,4.4259309620483815,0.3395806930320548
2,0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,Y,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7.124840974807739,Y,Y,Y,2.8074058608700194,1.2240079629546612,7.0,True,4.4259309620483815,0.3395806930320548
3,0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,Y,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7.0578978061676025,Y,Y,Y,2.8074058608700194,1.2240079629546612,7.0,True,4.4259309620483815,0.3395806930320548
4,0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,Y,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7.13712215423584,Y,Y,Y,2.8074058608700194,1.2240079629546612,7.0,True,4.4259309620483815,0.3395806930320548
5,0,0.013053,1.0,0.0500689074025645,0.534216,0.003467,0.422915,0.4325555065569514,N,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,,,,,,,,,,,,,,,,,8.688675165176392,N,Y,N,,,,,,
6,0,0.013053,1.0,0.0500689074025645,0.534216,0.003467,0.422915,0.4325555065569514,N,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,,,,,,,,,,,,,,,,,8.772447109222412,N,Y,N,,,,,,
7,0,0.013053,1.0,0.0500689074025645,0.534216,0.003467,0.422915,0.4325555065569514,N,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,,,,,,,,,,,,,,,,,8.704405069351196,N,Y,N,,,,,,
8,0,0.013053,1.0,0.0500689074025645,0.534216,0.003467,0.422915,0.4325555065569514,N,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,,,,,,,,,,,,,,,,,8.75134015083313,N,Y,N,,,,,,
9,0,0.013053,1.0,0.0500689074025645,0.534216,0.003467,0.422915,0.4325555065569514,N,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,,,,,,,,,,,,,,,,,8.750641107559204,N,Y,N,,,,,,
