,Unnamed: 0,scaled_input_X1,scaled_input_X2,scaled_input_X3,scaled_input_X4,scaled_input_X5,scaled_input_X6,scaled_input_X7,scaled_input_X8,scaled_input_X9,scaled_input_X10,scaled_input_target,origin_input_X1,origin_input_X2,origin_input_X3,origin_input_X4,origin_input_X5,origin_input_X6,origin_input_X7,origin_input_X8,origin_input_X9,origin_input_X10,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_X1,scaled_cf_X2,scaled_cf_X3,scaled_cf_X4,scaled_cf_X5,scaled_cf_X6,scaled_cf_X7,scaled_cf_X8,scaled_cf_X9,scaled_cf_X10,scaled_cf_target,origin_cf_X1,origin_cf_X2,origin_cf_X3,origin_cf_X4,origin_cf_X5,origin_cf_X6,origin_cf_X7,origin_cf_X8,origin_cf_X9,origin_cf_X10,origin_cf_target,L1,L2,Sparsity,Realistic,MAD,Mahalanobis
0,0,0.2731366648062038,0.1666666666666666,0.3333332882490918,0.042949180381032,0.2596899542358566,0.068146683135264,0.9094487733907584,0.7440941831108666,0.3110236274220911,0.0712493078927214,N,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,N,8.88325572013855,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0.2731366648062038,0.1666666666666666,0.3333332882490918,0.042949180381032,0.2596899542358566,0.068146683135264,0.9094487733907584,0.7440941831108666,0.3110236274220911,0.0712493078927214,N,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,N,8.741771936416626,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0.2731366648062038,0.1666666666666666,0.3333332882490918,0.042949180381032,0.2596899542358566,0.068146683135264,0.9094487733907584,0.7440941831108666,0.3110236274220911,0.0712493078927214,N,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,N,8.741307020187378,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0.2731366648062038,0.1666666666666666,0.3333332882490918,0.042949180381032,0.2596899542358566,0.068146683135264,0.9094487733907584,0.7440941831108666,0.3110236274220911,0.0712493078927214,N,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,N,8.783370971679688,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0.2731366648062038,0.1666666666666666,0.3333332882490918,0.042949180381032,0.2596899542358566,0.068146683135264,0.9094487733907584,0.7440941831108666,0.3110236274220911,0.0712493078927214,N,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,N,8.756608009338379,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.2362205397061837,0.3578811410805351,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1846068011882278,N,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,N,8.76292896270752,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.2362205397061837,0.3578811410805351,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1846068011882278,N,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,N,8.79056191444397,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.2362205397061837,0.3578811410805351,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1846068011882278,N,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,N,8.741766929626465,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.2362205397061837,0.3578811410805351,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1846068011882278,N,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,N,8.74230694770813,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.2362205397061837,0.3578811410805351,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1846068011882278,N,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,N,8.753053903579712,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
